[14:30:19.362] [INFO   ] thread main starting.
[14:30:19.378] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:30:19.384] [SEVERE ] configuration file was loaded from resources directory.
[14:30:20.702] [INFO   ] thread dealer starting.
[14:30:20.707] [INFO   ] thread dealer starting.
[14:30:21.996] [SEVERE ] updating countdown to 59942
[14:30:21.997] [SEVERE ] updating countdown to 59941
[14:30:21.997] [SEVERE ] updating countdown to 59941
[14:30:21.997] [SEVERE ] updating countdown to 59941
[14:30:21.997] [SEVERE ] updating countdown to 59941
[14:30:21.997] [SEVERE ] updating countdown to 59941
[14:30:21.998] [SEVERE ] updating countdown to 59940
[14:30:21.998] [SEVERE ] updating countdown to 59940
[14:30:21.998] [SEVERE ] updating countdown to 59940
[14:30:21.998] [SEVERE ] updating countdown to 59940
[14:30:21.999] [SEVERE ] updating countdown to 59939
[14:30:21.999] [SEVERE ] updating countdown to 59939
[14:30:21.999] [SEVERE ] updating countdown to 59939
[14:30:21.999] [SEVERE ] updating countdown to 59939
[14:30:21.999] [SEVERE ] updating countdown to 59939
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.000] [SEVERE ] updating countdown to 59938
[14:30:22.001] [SEVERE ] updating countdown to 59937
[14:30:22.001] [SEVERE ] updating countdown to 59937
[14:30:22.001] [SEVERE ] updating countdown to 59937
[14:30:22.001] [SEVERE ] updating countdown to 59937
[14:30:22.001] [SEVERE ] updating countdown to 59937
[14:30:22.002] [SEVERE ] updating countdown to 59936
[14:30:22.002] [SEVERE ] updating countdown to 59936
[14:30:22.002] [SEVERE ] updating countdown to 59936
[14:30:22.003] [SEVERE ] updating countdown to 59935
[14:30:22.004] [SEVERE ] updating countdown to 59934
[14:30:22.004] [SEVERE ] updating countdown to 59934
[14:30:22.005] [SEVERE ] updating countdown to 59933
[14:30:22.005] [SEVERE ] updating countdown to 59933
[14:30:22.005] [SEVERE ] updating countdown to 59933
[14:30:22.005] [SEVERE ] updating countdown to 59933
[14:30:22.006] [SEVERE ] updating countdown to 59932
[14:30:22.006] [SEVERE ] updating countdown to 59932
[14:30:22.006] [SEVERE ] updating countdown to 59932
[14:30:22.007] [SEVERE ] updating countdown to 59931
[14:30:22.007] [SEVERE ] updating countdown to 59931
[14:30:22.007] [SEVERE ] updating countdown to 59931
[14:30:22.008] [SEVERE ] updating countdown to 59930
[14:30:22.008] [SEVERE ] updating countdown to 59930
[14:30:22.009] [SEVERE ] updating countdown to 59929
[14:30:22.009] [SEVERE ] updating countdown to 59929
[14:30:22.009] [SEVERE ] updating countdown to 59929
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.010] [SEVERE ] updating countdown to 59928
[14:30:22.011] [SEVERE ] updating countdown to 59927
[14:30:22.011] [SEVERE ] updating countdown to 59927
[14:30:22.011] [SEVERE ] updating countdown to 59927
[14:30:22.011] [SEVERE ] updating countdown to 59927
[14:30:22.011] [SEVERE ] updating countdown to 59927
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.012] [SEVERE ] updating countdown to 59926
[14:30:22.013] [SEVERE ] updating countdown to 59925
[14:30:22.013] [SEVERE ] updating countdown to 59925
[14:30:22.013] [SEVERE ] updating countdown to 59925
[14:30:22.013] [SEVERE ] updating countdown to 59925
[14:30:22.013] [SEVERE ] updating countdown to 59925
[14:30:22.014] [SEVERE ] updating countdown to 59924
[14:30:22.014] [SEVERE ] updating countdown to 59924
[14:30:22.014] [SEVERE ] updating countdown to 59924
[14:30:22.014] [SEVERE ] updating countdown to 59924
[14:30:22.015] [SEVERE ] updating countdown to 59924
[14:30:22.015] [SEVERE ] updating countdown to 59923
[14:30:22.015] [SEVERE ] updating countdown to 59923
[14:30:22.015] [SEVERE ] updating countdown to 59923
[14:30:22.015] [SEVERE ] updating countdown to 59923
[14:30:22.016] [SEVERE ] updating countdown to 59922
[14:30:22.016] [SEVERE ] updating countdown to 59922
[14:30:22.016] [SEVERE ] updating countdown to 59922
[14:30:22.016] [SEVERE ] updating countdown to 59922
[14:30:22.017] [SEVERE ] updating countdown to 59921
[14:30:22.017] [SEVERE ] updating countdown to 59921
[14:30:22.017] [SEVERE ] updating countdown to 59921
[14:30:22.017] [SEVERE ] updating countdown to 59921
[14:30:22.018] [SEVERE ] updating countdown to 59920
[14:30:22.018] [SEVERE ] updating countdown to 59920
[14:30:22.018] [SEVERE ] updating countdown to 59920
[14:30:22.018] [SEVERE ] updating countdown to 59920
[14:30:22.018] [SEVERE ] updating countdown to 59920
[14:30:22.019] [SEVERE ] updating countdown to 59919
[14:30:22.019] [SEVERE ] updating countdown to 59919
[14:30:22.019] [SEVERE ] updating countdown to 59919
[14:30:22.020] [SEVERE ] updating countdown to 59918
[14:30:22.021] [SEVERE ] updating countdown to 59917
[14:30:22.021] [SEVERE ] updating countdown to 59917
[14:30:22.022] [SEVERE ] updating countdown to 59916
[14:30:22.022] [SEVERE ] updating countdown to 59916
[14:30:22.022] [SEVERE ] updating countdown to 59916
[14:30:22.022] [SEVERE ] updating countdown to 59916
[14:30:22.022] [SEVERE ] updating countdown to 59916
[14:30:22.023] [SEVERE ] updating countdown to 59915
[14:30:22.023] [SEVERE ] updating countdown to 59915
[14:30:22.023] [SEVERE ] updating countdown to 59915
[14:30:22.023] [SEVERE ] updating countdown to 59915
[14:30:22.024] [SEVERE ] updating countdown to 59914
[14:30:22.024] [SEVERE ] updating countdown to 59914
[14:30:22.024] [SEVERE ] updating countdown to 59914
[14:30:22.025] [SEVERE ] updating countdown to 59913
[14:30:22.026] [SEVERE ] updating countdown to 59912
[14:30:22.026] [SEVERE ] updating countdown to 59912
[14:30:22.026] [SEVERE ] updating countdown to 59912
[14:30:22.026] [SEVERE ] updating countdown to 59912
[14:30:22.027] [SEVERE ] updating countdown to 59911
[14:30:22.027] [SEVERE ] updating countdown to 59911
[14:30:22.027] [SEVERE ] updating countdown to 59911
[14:30:22.027] [SEVERE ] updating countdown to 59911
[14:30:22.028] [SEVERE ] updating countdown to 59910
[14:30:22.028] [SEVERE ] updating countdown to 59910
[14:30:22.028] [SEVERE ] updating countdown to 59910
[14:30:22.028] [SEVERE ] updating countdown to 59910
[14:30:22.028] [SEVERE ] updating countdown to 59910
[14:30:22.029] [SEVERE ] updating countdown to 59909
[14:30:22.029] [SEVERE ] updating countdown to 59909
[14:30:22.029] [SEVERE ] updating countdown to 59909
[14:30:22.029] [SEVERE ] updating countdown to 59909
[14:30:22.030] [SEVERE ] updating countdown to 59908
[14:30:22.030] [SEVERE ] updating countdown to 59908
[14:30:22.030] [SEVERE ] updating countdown to 59908
[14:30:22.030] [SEVERE ] updating countdown to 59908
[14:30:22.030] [SEVERE ] updating countdown to 59908
[14:30:22.031] [SEVERE ] updating countdown to 59907
[14:30:22.031] [SEVERE ] updating countdown to 59907
[14:30:22.031] [SEVERE ] updating countdown to 59907
[14:30:22.031] [SEVERE ] updating countdown to 59907
[14:30:22.031] [SEVERE ] updating countdown to 59907
[14:30:22.032] [SEVERE ] updating countdown to 59906
[14:30:22.032] [SEVERE ] updating countdown to 59906
[14:30:22.032] [SEVERE ] updating countdown to 59906
[14:30:22.032] [SEVERE ] updating countdown to 59906
[14:30:22.032] [SEVERE ] updating countdown to 59906
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.033] [SEVERE ] updating countdown to 59905
[14:30:22.034] [SEVERE ] updating countdown to 59904
[14:30:22.034] [SEVERE ] updating countdown to 59904
[14:30:22.034] [SEVERE ] updating countdown to 59904
[14:30:22.034] [SEVERE ] updating countdown to 59904
[14:30:22.035] [SEVERE ] updating countdown to 59903
[14:30:22.035] [SEVERE ] updating countdown to 59903
[14:30:22.036] [SEVERE ] updating countdown to 59902
[14:30:22.037] [SEVERE ] updating countdown to 59901
[14:30:22.037] [SEVERE ] updating countdown to 59901
[14:30:22.038] [SEVERE ] updating countdown to 59900
[14:30:22.038] [SEVERE ] updating countdown to 59900
[14:30:22.038] [SEVERE ] updating countdown to 59900
[14:30:22.038] [SEVERE ] updating countdown to 59900
[14:30:22.039] [SEVERE ] updating countdown to 59899
[14:30:22.039] [SEVERE ] updating countdown to 59899
[14:30:22.039] [SEVERE ] updating countdown to 59899
[14:30:22.039] [SEVERE ] updating countdown to 59899
[14:30:22.040] [SEVERE ] updating countdown to 59898
[14:30:22.040] [SEVERE ] updating countdown to 59898
[14:30:22.040] [SEVERE ] updating countdown to 59898
[14:30:22.040] [SEVERE ] updating countdown to 59898
[14:30:22.040] [SEVERE ] updating countdown to 59898
[14:30:22.041] [SEVERE ] updating countdown to 59897
[14:30:22.042] [SEVERE ] updating countdown to 59896
[14:30:22.042] [SEVERE ] updating countdown to 59896
[14:30:22.042] [SEVERE ] updating countdown to 59896
[14:30:22.043] [SEVERE ] updating countdown to 59895
[14:30:22.043] [SEVERE ] updating countdown to 59895
[14:30:22.043] [SEVERE ] updating countdown to 59895
[14:30:22.043] [SEVERE ] updating countdown to 59895
[14:30:22.044] [SEVERE ] updating countdown to 59894
[14:30:22.044] [SEVERE ] updating countdown to 59894
[14:30:22.044] [SEVERE ] updating countdown to 59894
[14:30:22.044] [SEVERE ] updating countdown to 59894
[14:30:22.044] [SEVERE ] updating countdown to 59894
[14:30:22.045] [SEVERE ] updating countdown to 59893
[14:30:22.045] [SEVERE ] updating countdown to 59893
[14:30:22.045] [SEVERE ] updating countdown to 59893
[14:30:22.045] [SEVERE ] updating countdown to 59893
[14:30:22.045] [SEVERE ] updating countdown to 59893
[14:30:22.046] [SEVERE ] updating countdown to 59892
[14:30:22.046] [SEVERE ] updating countdown to 59892
[14:30:22.046] [SEVERE ] updating countdown to 59892
[14:30:22.046] [SEVERE ] updating countdown to 59892
[14:30:22.047] [SEVERE ] updating countdown to 59891
[14:30:22.047] [SEVERE ] updating countdown to 59891
[14:30:22.047] [SEVERE ] updating countdown to 59891
[14:30:22.047] [SEVERE ] updating countdown to 59891
[14:30:22.047] [SEVERE ] updating countdown to 59891
[14:30:22.048] [SEVERE ] updating countdown to 59890
[14:30:22.048] [SEVERE ] updating countdown to 59890
[14:30:22.048] [SEVERE ] updating countdown to 59890
[14:30:22.048] [SEVERE ] updating countdown to 59890
[14:30:22.049] [SEVERE ] updating countdown to 59889
[14:30:22.049] [SEVERE ] updating countdown to 59889
[14:30:22.049] [SEVERE ] updating countdown to 59889
[14:30:22.049] [SEVERE ] updating countdown to 59889
[14:30:22.050] [SEVERE ] updating countdown to 59888
[14:30:22.050] [SEVERE ] updating countdown to 59888
[14:30:22.050] [SEVERE ] updating countdown to 59888
[14:30:22.051] [SEVERE ] updating countdown to 59887
[14:30:22.051] [SEVERE ] updating countdown to 59887
[14:30:22.051] [SEVERE ] updating countdown to 59887
[14:30:22.053] [SEVERE ] updating countdown to 59885
[14:30:22.053] [SEVERE ] updating countdown to 59885
[14:30:22.054] [SEVERE ] updating countdown to 59884
[14:30:22.054] [SEVERE ] updating countdown to 59884
[14:30:22.054] [SEVERE ] updating countdown to 59884
[14:30:22.055] [SEVERE ] updating countdown to 59883
[14:30:22.055] [SEVERE ] updating countdown to 59883
[14:30:22.055] [SEVERE ] updating countdown to 59883
[14:30:22.056] [SEVERE ] updating countdown to 59882
[14:30:22.056] [SEVERE ] updating countdown to 59882
[14:30:22.056] [SEVERE ] updating countdown to 59882
[14:30:22.056] [SEVERE ] updating countdown to 59882
[14:30:22.057] [SEVERE ] updating countdown to 59881
[14:30:22.057] [SEVERE ] updating countdown to 59881
[14:30:22.057] [SEVERE ] updating countdown to 59881
[14:30:22.057] [SEVERE ] updating countdown to 59881
[14:30:22.058] [SEVERE ] updating countdown to 59880
[14:30:22.059] [SEVERE ] updating countdown to 59879
[14:30:22.059] [SEVERE ] updating countdown to 59879
[14:30:22.060] [SEVERE ] updating countdown to 59878
[14:30:22.060] [SEVERE ] updating countdown to 59878
[14:30:22.060] [SEVERE ] updating countdown to 59878
[14:30:22.061] [SEVERE ] updating countdown to 59877
[14:30:22.061] [SEVERE ] updating countdown to 59877
[14:30:22.061] [SEVERE ] updating countdown to 59877
[14:30:22.061] [SEVERE ] updating countdown to 59877
[14:30:22.062] [SEVERE ] updating countdown to 59876
[14:30:22.062] [SEVERE ] updating countdown to 59876
[14:30:22.062] [SEVERE ] updating countdown to 59876
[14:30:22.062] [SEVERE ] updating countdown to 59876
[14:30:22.063] [SEVERE ] updating countdown to 59875
[14:30:22.063] [SEVERE ] updating countdown to 59875
[14:30:22.063] [SEVERE ] updating countdown to 59875
[14:30:22.063] [SEVERE ] updating countdown to 59875
[14:30:22.063] [SEVERE ] updating countdown to 59875
[14:30:22.064] [SEVERE ] updating countdown to 59874
[14:30:22.064] [SEVERE ] updating countdown to 59874
[14:30:22.064] [SEVERE ] updating countdown to 59874
[14:30:22.064] [SEVERE ] updating countdown to 59874
[14:30:22.065] [SEVERE ] updating countdown to 59873
[14:30:22.065] [SEVERE ] updating countdown to 59873
[14:30:22.065] [SEVERE ] updating countdown to 59873
[14:30:22.065] [SEVERE ] updating countdown to 59873
[14:30:22.065] [SEVERE ] updating countdown to 59873
[14:30:22.066] [SEVERE ] updating countdown to 59872
[14:30:22.066] [SEVERE ] updating countdown to 59872
[14:30:22.066] [SEVERE ] updating countdown to 59872
[14:30:22.066] [SEVERE ] updating countdown to 59872
[14:30:22.066] [SEVERE ] updating countdown to 59872
[14:30:22.067] [SEVERE ] updating countdown to 59871
[14:30:22.067] [SEVERE ] updating countdown to 59871
[14:30:22.067] [SEVERE ] updating countdown to 59871
[14:30:22.067] [SEVERE ] updating countdown to 59871
[14:30:22.067] [SEVERE ] updating countdown to 59871
[14:30:22.068] [SEVERE ] updating countdown to 59870
[14:30:22.068] [SEVERE ] updating countdown to 59870
[14:30:22.068] [SEVERE ] updating countdown to 59870
[14:30:22.068] [SEVERE ] updating countdown to 59870
[14:30:22.068] [SEVERE ] updating countdown to 59870
[14:30:22.069] [SEVERE ] updating countdown to 59869
[14:30:22.069] [SEVERE ] updating countdown to 59869
[14:30:22.070] [SEVERE ] updating countdown to 59868
[14:30:22.070] [SEVERE ] updating countdown to 59868
[14:30:22.071] [SEVERE ] updating countdown to 59867
[14:30:22.071] [SEVERE ] updating countdown to 59867
[14:30:22.072] [SEVERE ] updating countdown to 59866
[14:30:22.072] [SEVERE ] updating countdown to 59866
[14:30:22.072] [SEVERE ] updating countdown to 59866
[14:30:22.072] [SEVERE ] updating countdown to 59866
[14:30:22.073] [SEVERE ] updating countdown to 59865
[14:30:22.073] [SEVERE ] updating countdown to 59865
[14:30:22.073] [SEVERE ] updating countdown to 59865
[14:30:22.073] [SEVERE ] updating countdown to 59865
[14:30:22.074] [SEVERE ] updating countdown to 59864
[14:30:22.075] [SEVERE ] updating countdown to 59863
[14:30:22.075] [SEVERE ] updating countdown to 59863
[14:30:22.075] [SEVERE ] updating countdown to 59863
[14:30:22.076] [SEVERE ] updating countdown to 59862
[14:30:22.076] [SEVERE ] updating countdown to 59862
[14:30:22.076] [SEVERE ] updating countdown to 59862
[14:30:22.076] [SEVERE ] updating countdown to 59862
[14:30:22.076] [SEVERE ] updating countdown to 59862
[14:30:22.077] [SEVERE ] updating countdown to 59861
[14:30:22.077] [SEVERE ] updating countdown to 59861
[14:30:22.077] [SEVERE ] updating countdown to 59861
[14:30:22.077] [SEVERE ] updating countdown to 59861
[14:30:22.077] [SEVERE ] updating countdown to 59861
[14:30:22.078] [SEVERE ] updating countdown to 59860
[14:30:22.078] [SEVERE ] updating countdown to 59860
[14:30:22.078] [SEVERE ] updating countdown to 59860
[14:30:22.078] [SEVERE ] updating countdown to 59860
[14:30:22.079] [SEVERE ] updating countdown to 59859
[14:30:22.079] [SEVERE ] updating countdown to 59859
[14:30:22.079] [SEVERE ] updating countdown to 59859
[14:30:22.079] [SEVERE ] updating countdown to 59859
[14:30:22.079] [SEVERE ] updating countdown to 59859
[14:30:22.080] [SEVERE ] updating countdown to 59858
[14:30:22.080] [SEVERE ] updating countdown to 59858
[14:30:22.080] [SEVERE ] updating countdown to 59858
[14:30:22.081] [SEVERE ] updating countdown to 59857
[14:30:22.081] [SEVERE ] updating countdown to 59857
[14:30:22.081] [SEVERE ] updating countdown to 59857
[14:30:22.081] [SEVERE ] updating countdown to 59857
[14:30:22.082] [SEVERE ] updating countdown to 59856
[14:30:22.082] [SEVERE ] updating countdown to 59856
[14:30:22.082] [SEVERE ] updating countdown to 59856
[14:30:22.082] [SEVERE ] updating countdown to 59856
[14:30:22.082] [SEVERE ] updating countdown to 59856
[14:30:22.083] [SEVERE ] updating countdown to 59855
[14:30:22.083] [SEVERE ] updating countdown to 59855
[14:30:22.083] [SEVERE ] updating countdown to 59855
[14:30:22.083] [SEVERE ] updating countdown to 59855
[14:30:22.084] [SEVERE ] updating countdown to 59854
[14:30:22.084] [SEVERE ] updating countdown to 59854
[14:30:22.084] [SEVERE ] updating countdown to 59854
[14:30:22.084] [SEVERE ] updating countdown to 59854
[14:30:22.085] [SEVERE ] updating countdown to 59853
[14:30:22.085] [SEVERE ] updating countdown to 59853
[14:30:22.086] [SEVERE ] updating countdown to 59852
